;predicate;formula;frequency;closest_solution;solution_distance
266;this/inv4;(all ref0:(one Event)|((Init . (^ (ref0 . (State <: trans)))) = State));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);6
267;this/inv4;(some ref0:(one Event)|(State in (ref0 . (^ (Init . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
268;this/inv4;(some (^ (Init . (State <: trans))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
269;this/inv4;(State in (Init . (^ ((((State <: trans) . State) . Event) -> State))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
270;this/inv6;(all ref0:(one Event)|(lone (ref0 . (State . (State <: trans)))));1;(all ref0:(one Event)|(some (ref0 . (State . (State <: trans)))));4
271;this/inv3;(Event = ((State . (State <: trans)) . State));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
272;this/inv5;(all ref0:(one Event),ref1:(one State)|(some (State -> (Event -> State))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));16
273;this/inv4;(all ref0:(one Event),ref1:(one State)|((ref0 -> ref1) in (Init . (State <: trans))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));13
274;this/inv4;(all ref0:(one State)|(some ((ref0 . (State <: trans)) :> Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
275;this/inv3;(lone (Event . (State <: trans)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));6
276;this/inv3;(Event = (Event & ((State . (State <: trans)) . State)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));11
277;this/inv5;(some (State -> (Event -> State)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));14
278;this/inv2;(lone State);1;(one Init);4
279;this/inv6;(all ref0:(one State)|(one ((ref0 . (State <: trans)) . State)));1;(Event in ((State . (State <: trans)) . State));6
280;this/inv6;(all ref0:(one Event)|(some ((ref0 . (State <: trans)) :> State)));1;(all ref0:(one Event)|(some (ref0 . (State . (State <: trans)))));6
281;this/inv5;(Event in (State . ((State <: trans) . State)));1;(all ref0:(one State)|((ref0 . ((State <: trans) . State)) = (State . ((State <: trans) . State))));9
282;this/inv5;(all ref0:(one Event),ref1:(one State)|(some (State -> (ref0 -> State))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));16
283;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((! disj[ref1,ref2]) || (some ref3:(one State)|(((ref0 -> ref3) in (ref1 . (State <: trans))) => ((ref0 -> ref3) in (ref2 . (State <: trans)))))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));22
284;this/inv2;(all ref0:(one State)|(one ref0));1;(one Init);3
285;this/inv4;(State in (((Event . (State <: trans)) . State) + (Event . (Init . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));15
286;this/inv3;(all ref0:(one Event),ref1:(one Event),ref2:(one State)|((! disj[ref0,ref1]) || ((ref0 . (ref2 . (State <: trans))) != (ref1 . (ref2 . (State <: trans))))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));19
287;this/inv5;(Event = (State . ((State <: trans) . State)));1;(all ref0:(one State)|((ref0 . ((State <: trans) . State)) = (State . ((State <: trans) . State))));7
288;this/inv5;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (some ref2:(one Event)|((one (ref2 . (ref0 . (State <: trans)))) implies (one (ref2 . (ref1 . (State <: trans)))) else (no (ref2 . (ref0 . (State <: trans))))))));1;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (((ref0 . (State <: trans)) . State) = ((ref1 . (State <: trans)) . State))));17
289;this/inv2;(all ref0:(one State)|((# ref0) = 1));1;((# Init) = 1);3
290;this/inv4;(State in (((Event . (State <: trans)) . Init) + (Event . (Init . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
291;this/inv5;(all ref0:(one Event),ref1:(one State)|(some (ref1 -> Event)));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));17
292;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((! disj[ref1,ref2]) || (some ref3:(one State)|((((ref0 -> ref3) in (ref1 . (State <: trans))) && ((ref0 -> ref3) in (ref2 . (State <: trans)))) => (ref0 = ref0)))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));26
293;this/inv5;(all ref0:(one Event),ref1:(one State)|(some (ref1 -> ref0)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));16
294;this/inv5;(all ref0:(one Event),ref1:(one Event),ref2:(one State),ref3:(one State)|((! disj[ref2,ref3]) || (some ref4:(one State)|((((ref0 -> ref4) in (ref2 . (State <: trans))) && ((ref1 -> ref4) in (ref3 . (State <: trans)))) => (ref0 = ref1)))));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));30
295;this/inv3;(all ref0:(one State)|(lone (ref0)'));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));8
296;this/inv3;(all ref0:(one Event),ref1:(one State)|(1 = (ref0 . (ref1 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));7
297;this/inv5;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (some ref2:(one Event)|((one (ref2 . (ref0 . (State <: trans)))) <=> (one (ref2 . (ref1 . (State <: trans))))))));1;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (((ref0 . (State <: trans)) . State) = ((ref1 . (State <: trans)) . State))));13
298;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref1 in (Event . ((State <: trans) . ref0)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
299;this/inv5;(Event = ((State . (State <: trans)) . State));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));7
300;this/inv5;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (some ref2:(one Event)|((some (ref2 . (ref0 . (State <: trans)))) <=> (some (ref2 . (ref1 . (State <: trans))))))));1;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (((ref0 . (State <: trans)) . State) = ((ref1 . (State <: trans)) . State))));13
301;this/inv5;(all ref0:(one State)|(Event in ((ref0 . (State <: trans)) . State)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));10
302;this/inv1;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 != ref1) && ((ref0 -> (ref2 -> ref1)) in (State <: trans)))));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));15
303;this/inv3;(all ref0:(one Event),ref1:(one State)|((# (ref0 . (ref1 . (State <: trans)))) = 1));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
304;this/inv5;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = Event));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));8
305;this/inv5;(some Event);1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));14
306;this/inv5;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || ((# (ref0 . (State <: trans))) = (# (ref1 . (State <: trans))))));1;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || (((ref0 . (State <: trans)) . State) = ((ref1 . (State <: trans)) . State))));10
307;this/inv4;(all ref0:(one State)|(some (Init <: (((State <: trans) . Event) . ref0))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
308;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref1 in (((State <: trans) . (((State <: trans) . ref0) . Event)) . Event))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));16
309;this/inv5;(((State <: trans) . State) = (State . (State <: trans)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));5
310;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((ref0 . (ref1 . (State <: trans))) = (ref0 . (ref2 . (State <: trans)))));1;(all ref0:(one State)|((ref0 . ((State <: trans) . State)) = (State . ((State <: trans) . State))));10
311;this/inv1;(some ((State . (State <: trans)) . State));1;(all ref0:(one State)|(some ((ref0 . (State <: trans)) :> State)));5
312;this/inv3;(all ref0:(one Event),ref1:(one State)|((# (ref0 . (ref1 . (State <: trans)))) < 1));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));8
313;this/inv1;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(((ref0 -> (ref2 -> ref1)) in (State <: trans)) => (ref0 != ref1))));1;(no ref0:(one State)|(no (ref0 . (State <: trans))));15
314;this/inv3;(all ref0:(one Event),ref1:(one State)|(some ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));6
315;this/inv4;(all ref3:(one Init),ref4:(one State)|((ref3 -> ref4) in (* {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));1;(all ref3:(one State)|(some ref4:(one Init)|(ref3 in (ref4 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})))));14
316;this/inv3;(all ref0:(one Event),ref1:(one State)|(one ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));6
317;this/inv1;(all ref0:(one State)|(some (State . (State <: trans))));1;(all ref0:(one State)|(some (ref0 . (State <: trans))));4
318;this/inv4;(all ref3:(one Init),ref4:(one State)|(((ref3 -> ref4) + (ref4 -> ref3)) in (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));1;(all ref3:(one State)|(some ref4:(one Init)|(ref3 in (ref4 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})))));16
319;this/inv3;(all ref0:(one Event),ref1:(one State)|(some ref2:(one State),ref3:(one State)|((((ref0 -> ref2) = (ref1 . (State <: trans))) && ((ref0 -> ref3) = (ref1 . (State <: trans)))) => (ref2 = ref3))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State),ref3:(one State)|((((ref1 -> (ref0 -> ref2)) in (State <: trans)) && ((ref1 -> (ref0 -> ref3)) in (State <: trans))) => (ref2 = ref3)));20
320;this/inv5;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));1;(all ref0:(one State)|((ref0 . ((State <: trans) . State)) = (State . ((State <: trans) . State))));12
321;this/inv3;(lone (State <: trans));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));6
322;this/inv3;(all ref0:(one State),ref1:(one State)|(one ref2:(one Event)|(lone (ref0 -> (ref2 -> ref1)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));11
323;this/inv3;(all ref0:(one State)|(some ref1:(one Event),ref2:(one State),ref3:(one State)|((((ref0 . (State <: trans)) = (ref1 -> ref2)) && ((ref0 . (State <: trans)) = (ref1 -> ref3))) => (ref2 = ref3))));1;(all ref0:(one State)|(((~ (ref0 . (State <: trans))) . (ref0 . (State <: trans))) in iden));22
324;this/inv5;(all ref0:(one State),ref1:(one State)|((ref0 . (~ (ref0 . (State <: trans)))) = (ref1 . (~ (ref1 . (State <: trans))))));1;(all ref0:(one State),ref1:(one State)|((State . (~ (ref0 . (State <: trans)))) = (State . (~ (ref1 . (State <: trans))))));8
325;this/inv5;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((some (ref0 -> ref2)) => (some (ref1 -> ref2)))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));18
326;this/inv4;(all ref0:(one Event),ref1:(one Init),ref2:(one State)|((ref1 -> (ref0 -> ref2)) in (State <: trans)));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));14
327;this/inv1;((((State <: trans) . Event) . State) = State);1;((((State <: trans) . State) . Event) = State);4
328;this/inv5;(all ref0:(one State),ref1:(one State),ref2:(one State)|((ref2 . (~ (ref0 . (State <: trans)))) = (ref2 . (~ (ref1 . (State <: trans))))));1;(all ref0:(one State),ref1:(one State)|((State . (~ (ref0 . (State <: trans)))) = (State . (~ (ref1 . (State <: trans))))));9
329;this/inv4;(all ref0:(one Init),ref1:(one State)|(some ((((ref0 . (State <: trans)) . Event) . (State <: trans)) . ref1)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
330;this/inv4;(all ref0:(one Event),ref1:(one Init),ref2:(one State)|((ref1 != ref2) && ((ref1 -> (ref0 -> ref2)) in (State <: trans))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));18
331;this/inv3;(all ref0:(one State)|(lone ((ref0 <: (State <: trans)) . Event)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));7
332;this/inv3;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((ref1 -> (ref0 -> ref2)) in (State <: trans)));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));10
333;this/inv4;(State in (Event . (Event . ((Init . (State <: trans)) . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
334;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|(((ref1 -> (ref0 -> ref1)) in (State <: trans)) && ((ref1 -> (ref0 -> ref2)) in (State <: trans))));1;(all ref0:(one State),ref1:(one State)|({ref2:(one Event)|(some ref3:(one State)|((ref0 -> (ref2 -> ref3)) in (State <: trans)))} = {ref4:(one Event)|(some ref5:(one State)|((ref1 -> (ref4 -> ref5)) in (State <: trans)))}));21
335;this/inv4;(all ref0:(one (State - Init))|(ref0 in (Init . (^ (Event . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));8
336;this/inv4;(all ref0:(one Init),ref1:(one State)|(some (((ref0 . (State <: trans)) . Event) . ((State <: trans) . ref1))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
337;this/inv4;((((State <: trans) . State) . Event) = Init);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);12
338;this/inv4;(all ref0:(one Init)|((ref0 . (State <: trans)) in (State . (State <: trans))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
339;this/inv5;(all ref0:(one Event),ref1:(one State)|((ref1 -> (ref0 -> ref1)) in (State <: trans)));1;(all ref0:(one State),ref1:(one State)|((ref0 . ((State <: trans) . State)) = (ref1 . ((State <: trans) . State))));16
340;this/inv5;(all ref0:(one State),ref1:(one State)|(some (ref0 -> Event)));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));16
341;this/inv4;(all ref0:(one State)|(some ref1:(one Init)|(ref1 in (((State <: trans) . ref0) . Event))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));13
342;this/inv4;(all ref0:(one Init)|(State in (Event . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));8
343;this/inv4;(all ref0:(one State)|(State in ((ref0 . (State <: trans)) . Event)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));9
344;this/inv3;(all ref0:(one Event)|(lone (ref0 <: ((State . (State <: trans)) . State))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));7
345;this/inv5;((univ -> univ) = ({ref0:(one Event),ref1:(one State)|(some (ref0 . (ref1 . (State <: trans))))} . (~ {ref2:(one Event),ref3:(one State)|(some (ref2 . (ref3 . (State <: trans))))})));1;(all ref0:(one State)|((ref0 . ((State <: trans) . State)) = (State . ((State <: trans) . State))));18
346;this/inv3;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));15
347;this/inv4;(all ref0:(one Init)|(State in (Event . (^ (ref0 . (State <: trans))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));8
348;this/inv4;(all ref0:(one State)|((Init -> (Event -> (ref0 - Init))) in (State <: trans)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));14
349;this/inv4;(all ref0:(one Init)|(some ref1:(one State)|((State - Init) in (ref1 . ((~ (ref0 . (State <: trans))) . (^ (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));15
350;this/inv3;(all ref0:(one Event),ref1:(one State)|(one (ref1 . (ref0 . (State <: trans)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));10
351;this/inv4;(all ref0:(one State)|(some (ref0 . (State <: trans))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
352;this/inv4;(all ref0:(one (State - Init))|(ref0 in (Event . (Init . (State <: trans)))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));11
353;this/inv4;(all ref0:(one (State - Init))|(ref0 in (Event . (^ (Init . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));11
354;this/inv4;(all ref0:(one ((State . (State <: trans)) . Event))|((ref0 . (^ {ref1:(one State),ref2:(one State)|(some ((ref2 . (State <: trans)) . ref1))})) = Init));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);11
355;this/inv5;(all ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(((ref0 -> (ref2 -> State)) in (State <: trans)) => ((ref1 -> (ref2 -> State)) in (State <: trans)))));1;(all ref0:(one State),ref1:(one State)|({ref2:(one Event)|(some ref3:(one State)|((ref0 -> (ref2 -> ref3)) in (State <: trans)))} = {ref4:(one Event)|(some ref5:(one State)|((ref1 -> (ref4 -> ref5)) in (State <: trans)))}));17
356;this/inv4;(all ref0:(one State)|(some (ref0 . (Init <: ((State <: trans) :> State)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
357;this/inv5;(all ref0:(one State),ref1:(one State)|((ref0 . (State <: trans)) in (State . (State <: trans))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));9
358;this/inv4;(all ref0:(one State)|(ref0 = (Init . (^ (ref0 . (State <: trans))))));1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);8
359;this/inv3;(all ref0:(one State)|(ref0 in (Init . (^ ((State <: trans) . Event)))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));11
360;this/inv4;(all ref0:(one (State - Init))|(some ref1:(one Event)|(ref0 in ((^ ((State <: trans) . ref1)) . Init))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
361;this/inv4;(all ref0:(one State)|(one Init));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
362;this/inv4;(all ref0:(one Init),ref1:(one State)|(some (ref1 . (ref0 <: (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
363;this/inv5;(all ref0:(one State)|((State . (State <: trans)) in (ref0 . (State <: trans))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));12
364;this/inv3;((State . (State <: trans)) in (Event ->lone State));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 <: (ref1 . (State <: trans)))));11
365;this/inv3;(all ref0:(one Event),ref1:(one State)|((iden & (ref1 -> ref0)) in ((ref1 . (State <: trans)) . (~ (ref1 . (State <: trans))))));1;(all ref0:(one Event),ref1:(one State)|(lone ref2:(one State)|((ref0 -> ref2) in (ref1 . (State <: trans)))));14
366;this/inv2;(one ref0:(one State)|((Event . (ref0 . (State <: trans))) in (Event . (State . (State <: trans)))));1;(one ref0:(one Init)|(ref0 in State));10
367;this/inv2;(one ref0:(one Init)|(ref0 !in (Event . (State . (State <: trans)))));1;(one ref0:(one Init)|(ref0 in State));8
368;this/inv4;(Init in State);1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
369;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((ref0 in (ref1 . (Init . (State <: trans)))) => (ref0 in (ref2 . (Init . (State <: trans))))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));16
370;this/inv4;(all ref0:(one State)|(ref0 in (Init . (^ (State . (State <: trans))))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));9
371;this/inv4;(Init in Event);1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));11
372;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((ref0 in (ref1 . (~ (Init . (State <: trans))))) => (ref0 in (ref2 . (~ (Init . (State <: trans)))))));1;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((some (ref0 . (ref1 . (State <: trans)))) => (some (ref0 . (ref2 . (State <: trans))))));18
373;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|(some ref3:(one State),ref4:(one State)|(((ref1 -> (ref0 -> ref3)) in (State <: trans)) => ((ref2 -> (ref0 -> ref3)) in (State <: trans)))));1;(all ref0:(one State),ref1:(one State)|({ref2:(one Event)|(some ref3:(one State)|((ref0 -> (ref2 -> ref3)) in (State <: trans)))} = {ref4:(one Event)|(some ref5:(one State)|((ref1 -> (ref4 -> ref5)) in (State <: trans)))}));23
374;this/inv5;(all ref0:(one Event),ref1:(one State),ref2:(one State)|((! disj[ref1,ref2]) || ((ref0 in (ref1 . (~ (Init . (State <: trans))))) => (ref0 in (ref2 . (~ (Init . (State <: trans))))))));1;(all ref0:(one State),ref1:(one State)|((! disj[ref0,ref1]) || ((State . (~ (ref0 . (State <: trans)))) = (State . (~ (ref1 . (State <: trans)))))));21
375;this/inv2;(some Init);1;(one Init);2
376;this/inv4;(all ref0:(one State)|(some (Init . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
377;this/inv6;(all ref0:(one Event)|(some ref1:(one State)|(ref0 in (ref1 . (~ (Init . (State <: trans)))))));1;(all ref0:(one Event)|(some ref1:(one State),ref2:(one State)|(ref0 in (ref1 . (~ (ref2 . (State <: trans)))))));7
378;this/inv4;(all ref0:(one State)|(some (Init <: (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
379;this/inv4;(State = (univ . (^ (Init . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));11
380;this/inv5;(some (State -> Event));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));14
381;this/inv5;(Event in (State . (~ (State . (State <: trans)))));1;(all ref0:(one State)|(((ref0 . (State <: trans)) . State) = ((State . (State <: trans)) . State)));12
382;this/inv1;(all ref0:(one State)|(some ((ref0 . (State <: trans)) . Event)));1;(all ref0:(one State)|(some (ref0 . (State <: trans))));4
383;this/inv4;(all ref0:(one State)|(some (Init . (ref0 <: (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
384;this/inv6;(all ref0:(one Event)|(one ref1:(one State)|(ref0 in (ref1 . (~ (Init . (State <: trans)))))));1;(all ref0:(one Event)|(some ref1:(one State),ref2:(one State)|(ref0 in (ref1 . (~ (ref2 . (State <: trans)))))));7
385;this/inv4;(all ref0:(one State)|((some ref1:(one Event)|(some (((State <: trans) . ref0) . ref1))) || (ref0 in Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));15
386;this/inv3;(all ref0:(one State)|(lone ((State - ref0) . (State <: trans))));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));7
387;this/inv4;(all ref0:(one State)|(((ref0 in Init) && (some (((State <: trans) . ref0) . Event))) || (some (((State <: trans) . ref0) . Event))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ((ref1 . (State <: trans)) . ref2))}))));20
388;this/inv3;(all ref0:(one Event),ref1:(one State),ref2:(one State)|(one ((ref1 . (State <: trans)) . ref2)));1;(all ref0:(one Event),ref1:(one State)|(lone (ref0 . (ref1 . (State <: trans)))));9
389;this/inv4;((State - Init) in (Init . (Init -> (State - Init))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));16
