;predicate;formula;frequency;closest_solution;solution_distance
379;this/prop13;(eventually (all ref0:(one Trash)|(once (ref0 !in Trash))));1;(all ref0:(one Trash)|(once (ref0 !in Trash)));3
380;this/prop11;((Protected)' = (Protected + Trash));1;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));8
381;this/prop11;(after (((File - Protected) + Trash) in Protected));1;(always ((File - Protected) in (Protected)'));5
382;this/prop16;(historically (some Protected));1;(always (all ref0:(one (File & Protected))|(historically (ref0 in Protected))));5
383;this/prop5;(always (File in Trash));1;(eventually (File !in (File)'));7
384;this/prop11;(all ref0:(one (File - Protected))|(always (after (ref0 in Protected))));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));2
385;this/prop13;(eventually (all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash)))));1;(all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));3
386;this/prop18;(all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash)));1;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));3
387;this/prop11;(all ref0:(one (File)')|(ref0 in Protected));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));4
388;this/prop11;(after ((File + Trash) in Protected));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));6
389;this/prop11;(always ((Protected)' = ((File - Trash) + Protected)));1;(always ((File - Protected) in (Protected)'));8
390;this/prop18;(always (some ref0:(one File)|((ref0 in Trash) => (ref0 !in Protected))));1;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));6
391;this/prop12;(always (all ref0:(one File)|((eventually (ref0 !in Trash)) && (eventually (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
392;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) && (historically (ref0 !in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
393;this/prop18;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in Protected))));1;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));6
394;this/prop12;((File in Trash) since (eventually (File in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
395;this/prop12;(all ref0:(one (File - Protected))|(eventually (always (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));2
396;this/prop5;(eventually (all ref0:(one Trash)|((Trash)' = (Trash - ref0))));1;(eventually (File !in (File)'));9
397;this/prop8;(eventually (all ref0:(one File)|((ref0 in (ref0 . (File <: link))) => ((ref0 . (File <: link)) in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));9
398;this/prop8;(all ref0:(one File)|((some (ref0 . (^ (File <: link)))) => (eventually ((ref0 + (ref0 . (^ (File <: link)))) in Trash))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));9
399;this/prop18;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in Trash))));1;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));3
400;this/prop12;(all ref0:(one File)|((ref0 in Trash) since (eventually (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
401;this/prop12;(some ref0:(one (File - Protected))|(eventually (always (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));2
402;this/prop10;(always (all ref0:(one File)|((always (ref0 in Protected)) && (once (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));4
403;this/prop16;(all ref0:(one File)|((ref0 in Protected) => (always (historically (ref0 in Protected)))));1;(always (all ref0:(one File)|((ref0 in Protected) => (historically (ref0 in Protected)))));4
404;this/prop10;((once (File in Protected)) => (always (File in Protected)));1;(always ((Protected)' = Protected));10
405;this/prop5;(eventually (all ref0:(one File)|((File)' = (File - ref0))));1;(eventually (File !in (File)'));7
406;this/prop5;(some ref0:(one File)|(eventually (always (File = (File - ref0)))));1;(eventually (File !in (File)'));7
407;this/prop14;(all ref0:(one (Protected & Trash))|(after (ref0 !in Trash)));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));5
408;this/prop6;(always (eventually (some Trash)));1;(always (Trash in (Trash)'));5
409;this/prop12;(all ref0:(one File)|(after (ref0 in Trash)));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));5
410;this/prop8;(all ref0:(one File)|(eventually ((ref0 . (^ (File <: link))) in Trash)));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));6
411;this/prop6;(some ref0:(one File)|((always (ref0 in Trash)) since (ref0 in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));7
412;this/prop14;(always (all ref0:(one Trash)|((ref0 !in (Protected)') && (ref0 in Protected))));1;(always (all ref0:(one (Protected & Trash))|(ref0 !in (Protected)')));6
413;this/prop14;((Protected)' = (Protected - Trash));1;(always (no ((Protected)' & (Protected & Trash))));6
414;this/prop6;(some ref0:(one File)|((always (ref0 in Trash)) since (eventually (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));8
415;this/prop14;(no ((Protected)' & Trash));1;(always (no ((Protected)' & (Protected & Trash))));3
416;this/prop14;(all ref0:(one Protected)|((ref0 in Trash) since (ref0 !in Protected)));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));6
417;this/prop8;(eventually (all ref0:(one File)|((ref0 in ((File <: link) . ref0)) => (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));7
418;this/prop8;(always (all ref0:(one (File . (^ (File <: link))))|((some ref0) => (eventually (ref0 in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));4
419;this/prop6;(all ref0:(one File)|(always ((ref0 in Trash) => (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));3
420;this/prop5;(eventually (no (File)'));1;(eventually (File !in (File)'));3
421;this/prop8;(all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (ref0 in Trash)));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));6
422;this/prop14;(all ref0:(one File)|((ref0 in Trash) => (after (ref0 !in Protected))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));3
423;this/prop8;(always (all ref0:(one File)|(eventually ((ref0 . (* (File <: link))) in Trash))));1;(always (all ref0:(one ((File <: link) . File))|(eventually (ref0 in Trash))));5
424;this/prop12;(eventually (some ref0:(one File)|(ref0 in (Trash)')));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));4
425;this/prop8;(eventually (all ref0:(one File)|((ref0 in ((File <: link) . ref0)) => (((File <: link) . ref0) in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));9
426;this/prop6;(all ref0:(one File)|((historically (ref0 in Trash)) => (always (ref0 in Trash))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));4
427;this/prop8;(always (all ref0:(one File)|((some (ref0 . (^ (File <: link)))) => (eventually ((ref0 . (* (File <: link))) in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));6
428;this/prop17;(all ref0:(one File)|((before (ref0 !in Trash)) => (after ((File)' = (File - ref0)))));1;(always (all ref0:(one File)|((before (ref0 in Trash)) => (File = (File - ref0)))));7
429;this/prop8;(always (all ref0:(one File)|((some (ref0 & (ref0 . (^ (File <: link))))) => (eventually ((ref0 . (* (File <: link))) in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));8
430;this/prop14;(all ref0:(one File)|((ref0 in (Trash)') => (after (ref0 !in Protected))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));4
431;this/prop14;(all ref0:(one Protected)|((ref0 in Protected) until (ref0 in Trash)));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));10
432;this/prop12;(eventually (some ref0:(one File)|((ref0 in (Trash)') => (always (ref0 in (Trash)')))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));6
433;this/prop8;(always (eventually (all ref0:(one File)|((ref0 in ((File <: link) . ref0)) => (((File <: link) . ref0) in Trash)))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));8
434;this/prop8;(always (all ref0:(one File)|((some (ref0 . (* (File <: link)))) => (always (eventually ((ref0 . (* (File <: link))) in Trash))))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));7
435;this/prop14;(all ref0:(one File)|((ref0 in (Trash)') => (ref0 !in (Protected)')));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (ref0 !in (Protected)'))));4
436;this/prop14;(all ref0:(one Protected)|((after (ref0 !in Protected)) since (ref0 in Trash)));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));7
437;this/prop8;(always (all ref0:(one File)|((eventually (ref0 in (ref0 . (File <: link)))) => (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));6
438;this/prop12;(eventually (some ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)')))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));5
439;this/prop12;(all ref0:(one File)|((eventually (ref0 in Trash)) => (eventually (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
440;this/prop14;(all ref0:(one (Protected & Trash))|((ref0 in (Trash)') => (after (ref0 !in (Protected)'))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));5
441;this/prop12;(eventually (some ref0:(one File)|(((ref0 !in Trash) && (ref0 in (Trash)')) => (always (ref0 in (Trash)')))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));10
442;this/prop12;(some ref0:(one File)|(((ref0 !in Trash) && (ref0 in (Trash)')) => (always (ref0 in (Trash)'))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));11
443;this/prop8;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (ref0 in Trash))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));3
444;this/prop14;(all ref0:(one (Protected & Trash))|((ref0 in (Trash)') => (after (ref0 !in Protected))));1;(always (all ref0:(one Protected)|((ref0 in Trash) => (after (ref0 !in Protected)))));4
445;this/prop10;(always (all ref0:(one File)|((ref0 in Protected) => (((always (ref0 in Protected)) && (ref0 !in Protected)) => (always (ref0 !in Protected))))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));14
446;this/prop10;(always (all ref0:(one File)|(((ref0 !in Protected) => (always (ref0 !in Protected))) && ((ref0 in Protected) => (always (ref0 in Protected))))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));14
447;this/prop14;(all ref0:(one (Protected & Trash))|(always (after (ref0 !in Protected))));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));2
448;this/prop17;(always (all ref0:(one File)|((ref0 in Trash) => (after (ref0 !in (File)')))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));3
449;this/prop6;(some ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)'))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));4
450;this/prop10;(always (no (Protected - (Protected)')));1;(always ((Protected)' = Protected));5
451;this/prop17;(all ref0:(one File)|((ref0 in Trash) => (after (ref0 !in (File)'))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));4
452;this/prop11;(always (all ref0:(one File)|((ref0 !in Protected) => ((Protected)' = (ref0 + Protected)))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));8
453;this/prop8;(eventually (some ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (ref1 in Trash))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));9
454;this/prop14;(all ref0:(one Trash)|(always (after (ref0 !in Protected))));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));2
455;this/prop11;(always (all ref0:(one File)|((Protected)' = (ref0 + Protected))));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));8
456;this/prop6;(eventually (some ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)')))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
457;this/prop6;(once (some ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));1;(always (all ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));4
458;this/prop11;(always (all ref0:(one File)|(after ((Protected)' = (ref0 + Protected)))));1;(always (all ref0:(one (File - Protected))|(after (ref0 in Protected))));7
459;this/prop8;(some ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref1 in Trash))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));7
460;this/prop6;(always (some ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));1;(always (all ref0:(one Trash)|((once (ref0 in Trash)) => (always (ref0 in Trash)))));2
461;this/prop9;(all ref0:(one Protected)|((always (ref0 !in Trash)) && (historically (ref0 !in Trash))));1;(always (all ref0:(one Protected)|(ref0 !in Trash)));7
462;this/prop6;(eventually (all ref0:(one File)|((ref0 in Trash) => (always (ref0 in (Trash)')))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));5
463;this/prop12;(always (all ref0:(one File)|((eventually (ref0 in Trash)) => ((ref0 in Trash) until (ref0 !in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));12
464;this/prop6;(all ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));7
465;this/prop6;(once (some ref0:(one Trash)|(always (ref0 in Trash))));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));4
466;this/prop6;(eventually (all ref0:(one File)|((always (ref0 in Trash)) => (always (ref0 in (Trash)')))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));6
467;this/prop11;(all ref0:(one File)|(ref0 in (Protected)'));1;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));3
468;this/prop17;(all ref0:(one File)|((ref0 !in File) since (ref0 in Trash)));1;(always (all ref0:(one Trash)|(ref0 !in (File)')));8
469;this/prop6;(always (all ref0:(one File)|((always (ref0 in Trash)) => (always (ref0 in (Trash)')))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));4
470;this/prop5;(all ref0:(one File)|(eventually (no (ref0 & File))));1;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));3
471;this/prop8;(always (all ref0:(one File)|((some (ref0 . (^ (File <: link)))) => (eventually ((ref0 + (ref0 . (^ (File <: link)))) in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));8
472;this/prop11;(always (all ref0:(one File)|((ref0 !in Protected) <=> (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));4
473;this/prop17;(always (all ref0:(one File)|((ref0 !in File) since (ref0 in Trash))));1;(always (all ref0:(one Trash)|(ref0 !in (File)')));7
474;this/prop11;(always (all ref0:(one File)|(((ref0 !in Protected) && (ref0 !in Trash)) => (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));6
475;this/prop18;(all ref0:(one Protected)|((ref0 !in Protected) releases (ref0 in Trash)));1;(always (all ref0:(one Protected)|((after (ref0 !in Protected)) => (ref0 in Trash))));6
476;this/prop8;(eventually (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (ref1 in Trash))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));9
477;this/prop5;(some ref0:(one File)|((eventually (always (ref0 in Trash))) && (eventually (ref0 !in File))));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));9
478;this/prop8;(always (all ref0:(one File)|((some (ref0 . (^ (File <: link)))) => (eventually (after ((ref0 + (ref0 . (^ (File <: link)))) in Trash))))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));9
479;this/prop11;(always (all ref0:(one File)|((always (ref0 !in Protected)) => (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));3
480;this/prop9;(all ref0:(one File)|(always ((once (ref0 in Protected)) => (always (ref0 !in Trash)))));1;(always (all ref0:(one File)|((ref0 in Protected) => (ref0 !in Trash))));4
481;this/prop17;(always (some ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));2
482;this/prop17;(always (all ref0:(one File)|((eventually (ref0 in Trash)) && ((ref0 !in File) since (ref0 in Trash)))));1;(always (all ref0:(one File)|((ref0 in Trash) => (ref0 !in (File)'))));10
483;this/prop11;(always (all ref0:(one File)|((eventually (ref0 !in Protected)) => (ref0 in (Protected)'))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 in (Protected)'))));3
484;this/prop5;(eventually (some ref0:(one File)|(no (ref0 & File))));1;(eventually (some ref0:(one File)|(eventually (no (ref0 & File)))));3
485;this/prop8;(always (all ref0:(one File)|((some (ref0 . (^ (File <: link)))) => (eventually (after ((ref0 . (^ (File <: link))) in Trash))))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));7
486;this/prop11;(((File + Trash) - Protected) in (Protected)');1;(always ((File - Protected) in (Protected)'));3
487;this/prop8;(all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (ref1 in Trash)));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));8
488;this/prop12;(some ref0:(one File)|((eventually (ref0 in Trash)) => (after (ref0 in Trash))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));8
489;this/prop11;((Protected)' = (File - Protected));1;(always ((File - Protected) in (Protected)'));7
490;this/prop5;(always (some ref0:(one Trash)|((ref0 in Trash) releases (ref0 in File))));1;(eventually (some ref0:(one File)|((ref0 in File) => (eventually (ref0 !in File)))));11
491;this/prop17;(all ref0:(one Trash)|((File)' = (File - ref0)));1;(always (all ref0:(one File)|((before (ref0 in Trash)) => (File = (File - ref0)))));9
492;this/prop5;(eventually (((# (File)') < (# File)) && (some File)));1;(eventually (File !in (File)'));9
493;this/prop9;(all ref0:(one File)|(always ((ref0 in Protected) => (ref0 !in Trash))));1;(always (all ref0:(one File)|((ref0 in Protected) => (ref0 !in Trash))));2
494;this/prop10;(all ref0:(one File)|((always ((ref0 !in Protected) => (ref0 !in Protected))) && (always ((ref0 in Protected) => (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));15
495;this/prop18;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 !in (Protected)'))));1;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));5
496;this/prop17;(always (all ref0:(one Trash)|((File)' = (File - ref0))));1;(always (all ref0:(one File)|((before (ref0 in Trash)) => (File = (File - ref0)))));8
497;this/prop11;((Protected)' = ((File - Protected) - Trash));1;(always ((File - Protected) in (Protected)'));9
498;this/prop10;(always (all ref0:(one File)|(((ref0 !in Protected) => (ref0 !in Protected)) || ((ref0 in Protected) => (ref0 in Protected)))));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));14
499;this/prop18;(all ref0:(one Protected)|((ref0 !in (Protected)') => (ref0 in (Trash)')));1;(always (all ref0:(one Protected)|((ref0 !in (Protected)') => (ref0 in Trash))));4
500;this/prop12;(some ref0:(one File)|((ref0 !in Trash) => (eventually (always (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));6
501;this/prop18;(always (all ref0:(one Protected)|((ref0 in Trash) triggered (after (ref0 !in Protected)))));1;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));7
502;this/prop11;(always (all ref0:(one (File - Protected))|(ref0 in (Trash)')));1;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));4
503;this/prop10;(always (all ref0:(one File)|((ref0 !in Protected) => (ref0 !in Protected))));1;(always ((Protected)' = Protected));8
504;this/prop12;(always (some ref0:(one File)|((ref0 !in Trash) => (eventually (always (ref0 in Trash))))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
505;this/prop8;(always (all ref0:(one (File . (File <: link)))|((eventually (ref0 in (File . (File <: link)))) => (ref0 in Trash))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));6
506;this/prop12;(always (eventually (all ref0:(one File)|((ref0 !in Trash) => (ref0 in (Trash)')))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
507;this/prop8;(always (all ref0:(one (File . (File <: link)))|((eventually (ref0 in (File . (File <: link)))) => (always (ref0 in Trash)))));1;(always (all ref0:(one File)|((ref0 in ((File <: link) . File)) => (eventually (ref0 in Trash)))));7
508;this/prop6;(eventually (some ref0:(one File)|((ref0 in Trash) => (always (ref0 in Trash)))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));4
509;this/prop18;(always (all ref0:(one Protected)|((ref0 !in (Protected)') => (always (ref0 in (Trash)')))));1;(always (all ref0:(one Protected)|((ref0 !in (Protected)') => (ref0 in Trash))));4
510;this/prop9;(all ref0:(one File)|(always ((ref0 !in Trash) since (ref0 in Protected))));1;(always (all ref0:(one Protected)|(ref0 !in Trash)));6
511;this/prop11;((after ((File - Protected) in Protected)) && ((File - Protected) !in Protected));1;(always ((File - Protected) in (Protected)'));9
512;this/prop14;(always (all ref0:(one Trash)|(always (after (ref0 !in Protected)))));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));3
513;this/prop11;((after ((File - Protected) in Protected)) && (((File - Protected) - Trash) !in Protected));1;(always ((File - Protected) in (Protected)'));11
514;this/prop10;((always (File in Protected)) => (File in Protected));1;(always (all ref0:(one Protected)|((always (ref0 in Protected)) && (historically (ref0 in Protected)))));9
515;this/prop9;(always (all ref0:(one File)|(ref0 !in Trash)));1;(always (all ref0:(one Protected)|(ref0 !in Trash)));2
516;this/prop6;(always ((some File) => (always (File in File))));1;(always ((some Trash) => (always (Trash in (Trash)'))));7
517;this/prop14;(always (all ref0:(one (Trash)')|(always (after (ref0 !in Protected)))));1;(always (all ref0:(one (Protected & Trash))|(after (ref0 !in Protected))));3
518;this/prop11;(after (all ref0:(one File)|((ref0 !in Protected) => (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));5
519;this/prop8;(eventually (all ref0:(one File)|((one (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));1;(always (all ref0:(one File)|((some (ref0 . (File <: link))) => (eventually (ref0 in Trash)))));6
520;this/prop11;(all ref0:(one File)|(always ((ref0 !in Protected) => (after (ref0 in Protected)))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));2
521;this/prop11;(all ref0:(one File)|((always (ref0 !in Protected)) => (after (ref0 in Protected))));1;(always (all ref0:(one File)|((ref0 !in Protected) => (after (ref0 in Protected)))));4
522;this/prop12;(always (eventually (some ref0:(one File)|((ref0 !in Trash) => (ref0 in (Trash)')))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));9
523;this/prop12;(some ref0:(one File)|((eventually (ref0 in Trash)) => (eventually (always (ref0 in Trash)))));1;(eventually (some ref0:(one Trash)|(always (ref0 in Trash))));7
524;this/prop7;(some ref0:(one File)|(eventually ((ref0)' in Protected)));1;(eventually (some ref0:(one File)|(ref0 in Protected)));3
525;this/prop11;(always ((Protected)' = File));1;(always (all ref0:(one (File - Protected))|(ref0 in (Protected)')));5
526;this/prop5;(eventually (some (File - Protected)));1;(eventually (some (File - (File)')));3
527;this/prop12;(eventually (all ref0:(one File)|((eventually (ref0 in Trash)) => (ref0 in Trash))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));6
528;this/prop5;(eventually ((Trash . (File <: link)) in Trash));1;(eventually (File !in (File)'));9
529;this/prop11;(always (((File - Protected) - Trash) in (Protected)'));1;(always ((File - Protected) in (Protected)'));2
530;this/prop7;(some ref0:(one File)|((eventually ((ref0)' in Protected)) && (ref0 in File)));1;(eventually (some ref0:(one File)|(ref0 in Protected)));7
531;this/prop18;(all ref0:(one Protected)|((ref0 in Trash) triggered (ref0 !in Protected)));1;(always (all ref0:(one Protected)|((ref0 in Trash) releases (ref0 in Protected))));7
532;this/prop5;(eventually ((File . (File <: link)) in Trash));1;(eventually (File !in (File)'));7
533;this/prop11;(always ((File - (Protected + Trash)) in (Protected)'));1;(always ((File - Protected) in (Protected)'));2
534;this/prop8;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref1 in Trash)))));1;(always (all ref0:(one File),ref1:(one File)|(((ref0 -> ref1) in (File <: link)) => (eventually (ref0 in Trash)))));6
535;this/prop13;(some ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));1;(all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));2
536;this/prop12;(eventually (all ref0:(one File)|((always (ref0 in Trash)) => (ref0 in Trash))));1;(eventually (some ref0:(one File)|((always (ref0 in Trash)) && (ref0 in Trash))));4
537;this/prop12;(all ref0:(one File)|((once (ref0 in Trash)) => (always (some (ref0 & Trash)))));1;(eventually (some ref0:(one File)|((ref0 in Trash) releases (always (ref0 in Trash)))));9
538;this/prop6;(always (all ref0:(one File)|(ref0 !in Trash)));1;(always (all ref0:(one (File & Trash))|(always (ref0 in Trash))));5
539;this/prop3;(always (some ref0:(one File)|(ref0 in (Protected + Trash))));1;(always (some ref0:(one File)|(ref0 in File)));6
540;this/prop7;(some ref0:(one File)|((ref0 in File) => (eventually ((ref0)' in Protected))));1;(eventually (some ref0:(one File)|(ref0 in Protected)));7
541;this/prop5;(some ref0:(one File)|((eventually (ref0 in Trash)) && ((ref0 . (File <: link)) in Trash)));1;(eventually (some ref0:(one File)|(after (ref0 !in File))));13
542;this/prop13;(some ref0:(one File)|((always (ref0 in Trash)) => (once (ref0 !in Trash))));1;(all ref0:(one File)|((ref0 in Trash) => (once (ref0 !in Trash))));3
543;this/prop1;(no File);1;(no (Protected + Trash));4
544;this/prop6;(some ref0:(one File)|(always ((ref0 in Trash) => (always (ref0 in Trash)))));1;(always (all ref0:(one Trash)|((ref0 in Trash) => (always (ref0 in Trash)))));2
