Challenge;Predicate;Expression;Popularity
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User - Influencer | i = Influencer => i.follows in u;1
dkZH6HJNQNLLDX6Aj;inv5;all x,y:User | x in Influencer implies x in y.follows and x!=y;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | u not in u.follows and Influencer in u.follows;3
dkZH6HJNQNLLDX6Aj;inv5;all influencer : univ | influencer in Influencer implies all user : univ | user in User and user->influencer in follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User-Influencer | some i & u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u != i and u in follows.i;3
dkZH6HJNQNLLDX6Aj;inv5;all x, y: User | x in Influencer => y in x.follows and y != x;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | no follows.x - User;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | User-i in i.follows;4
dkZH6HJNQNLLDX6Aj;inv5;all u: User | u.follows & Influencer in Influencer;3
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | #(follows.i) > 0;1
dkZH6HJNQNLLDX6Aj;inv5;all x: Influencer, y:User| y-> x in follows and x->x not in follows;3
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | User in i.~follows and i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | u in Influencer implies all t:User | t in u.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | all u: User | u not in Influencer implies i in u.follows;3
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u -> i in follows all i,j : Influencer | i -> j in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | User - Influencer in follows.i;2
dkZH6HJNQNLLDX6Aj;inv5;all x:univ | x in Influencer implies all y:User | y->x in follows;4
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | u in Influencer implies all t:User |t!=u and t in u.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer , u: User | u->i in follows implies u in User;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer, i : Influencer | some i & u.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all u1: User, u2: User, i: Influencer | u2 = i implies u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv5;User->Influencer in follows all u:User, i:Influencer | u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | Influencer-u.follows = none;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | i not in u.follows - i;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u in follows.i all u1, u2 : User | u1 in follows.u2 implies u1 not in suggested.u2 all u3 : User | u3 not in suggested.u3;1
dkZH6HJNQNLLDX6Aj;inv5;one i : Influencer | all u : User | i -> u in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i in (User+Influencer-i).follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : univ | i in Influencer implies some e : User | e->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User - Influencer | (i not in u => i in (u).follows);2
dkZH6HJNQNLLDX6Aj;inv5;all u: User | one i: User | i -> u in follows implies i in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | all i : Influencer | follows.i in u;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | u.follows in Influencer + User;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | i != User => (i in u.follows && User not in i.follows);1
dkZH6HJNQNLLDX6Aj;inv5;not some u:User, i:Influencer | u->i in follows and u=i;1
dkZH6HJNQNLLDX6Aj;inv5;all i : univ | i in Influencer implies all u : User | u->i in follows and i!=u;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u = i.~(follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u in (follows.Influencer-u);2
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2: User | u2 in Influencer implies (u2 in u1.follows and u2 != u1);1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u:User | u->i in follows implies (u in User or u in Influencer);1
dkZH6HJNQNLLDX6Aj;inv5;all x: User | x not in Influencer implies (all y: Influencer | x->y in follows and x!=y);1
dkZH6HJNQNLLDX6Aj;inv5;Influencer.follows = User.follows - Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User-Influencer | u.follows in User;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i.follows in User-i;3
dkZH6HJNQNLLDX6Aj;inv5;all i: User, u: User - Influencer | (i not in u => i in (u).follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | u.suggested - Influencer in u.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows - u in Influencer;2
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | i not in u => (i in u.follows && u not in i.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | #(follows.i) = #(Influencer + User )-1;1
dkZH6HJNQNLLDX6Aj;inv5;all x:Influencer | some (Influencer & x.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u in follows.i all u1, u2 : User | u1 in follows.u2 implies u2 not in suggested.u1 all u3 : User | u3 not in suggested.u3;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u in follows.i && (u not in suggested.u);1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u:User | u in i.follows and u not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;follows.Influencer = User - Influencer;2
dkZH6HJNQNLLDX6Aj;inv5;all i1,i2 : Influencer | i1->i2 in follows all u : User | u.follows in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User, i:Influencer | u->i in follows implies u not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u:User | u -Influencer in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | follows.i = User - Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | i in u.follows and i in i.follows and no (follows & iden);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User-Influencer | i in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;follows in Influencer set -> set User;1
dkZH6HJNQNLLDX6Aj;inv5;all x1 : User | x1 in Influencer implies (all x2 : User | x2 in follows.x1);2
dkZH6HJNQNLLDX6Aj;inv5;all x: User, y: Influencer| (x not in Influencer) and x->y in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | all i,y : Influencer | i!=y implies ((i in follows.y) and (u in follows.y));1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u:univ | u in User implies u in i.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all inf : Influencer | no follows.inf;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | Influencer - u.follows in u.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | (u in follows.i) && (u not in suggested.u) && (i not in suggested.i);2
dkZH6HJNQNLLDX6Aj;inv5;follows in (User->Influencer - iden);2
dkZH6HJNQNLLDX6Aj;inv5;all u,i : univ | i in Influencer and u in User implies u->i in follows;2
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | all y : User | y in follows.x and y not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all user : User | Influencer in user.follows;1
dkZH6HJNQNLLDX6Aj;inv5;Influencer & User.follows = Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | i != u => (i in u.follows && User not in i.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i: User, u: User - Influencer | (i not in u => i in (u+i).follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | no u.follows-Influencer;2
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u : User | i in u.follows and i in i.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all u: User | Influencer-u in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;one x : Influencer | all y : User | y in follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;one i:Influencer | all u:User | u in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x: User | x in Influencer => all y: User| y in x.follows and y != x;2
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | i in Influencer => (i in u.follows);1
dkZH6HJNQNLLDX6Aj;inv5;one i : Influencer, u : User | i in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User| u in Influencer implies not u & Influencer in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | u in Influencer.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u in follows.Influencer and u not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows = Influencer - u;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | (User.follows = i + User.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u : User, i : Influencer | (u in follows.i) && (i not in follows.i);3
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i in (User-Influencer).follows;3
dkZH6HJNQNLLDX6Aj;inv5;one influencer: Influencer | influencer in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User + Influencer | i in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;some x1 : User | all x2 : User | x2 -> x1 in follows implies x1 in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;some u: User | u in Influencer implies all u1: User | u in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv5;one i : Influencer | all u : User-i | u in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u1,u2:User | (u1->i in follows and u2->i in follows) implies u1!=u2;2
dkZH6HJNQNLLDX6Aj;inv5;all u: User | u in Influencer implies (follows.u = User - Influencer);1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u:User| i in u.follows - i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | all p : User | p in follows.x and x not in follows.x and p not in follows.p;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u in Influencer implies no follows.u - User;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (i in User.follows) and (i in Influencer.follows);2
dkZH6HJNQNLLDX6Aj;inv5;all u:User, x:User-u| u in Influencer implies u->x in follows;1
dkZH6HJNQNLLDX6Aj;inv5;one i:Influencer | all u:univ | u in User implies u+i in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | #(follows.i) = #(User+Influencer);2
dkZH6HJNQNLLDX6Aj;inv5;all i : univ | i in Influencer implies some e : univ | e->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | Influencer in u.follows-User;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u:univ | u-i in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | all y : User | x in follows.y or y = x;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | i in Influencer => (i in u.follows && User not in i.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | some inf:Influencer | u!=inf implies u in inf.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all inf : Influencer | all u1 : User | inf in u1.follows and u1 not in Influencer implies (u1 not in Influencer);2
dkZH6HJNQNLLDX6Aj;inv5;all u1, u2: User | (u2 in Influencer and u1 not in Influencer) implies u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u,x:User| u in Influencer implies u->x in follows and u!=x;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all a : i.follows | i in a.follows;1
dkZH6HJNQNLLDX6Aj;inv5;follows.Influencer in User;1
dkZH6HJNQNLLDX6Aj;inv5;all inf : Influencer | all u1 : User | inf in follows.u1 implies u1 not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all x,y : univ | x in Influencer implies y in User and y->x in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | #(follows.i)=#(User);2
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2:User | some u3:User | u1->u2 in follows and u3->u2 in follows implies u2 in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u in follows.i all u1, u2 : User | u1 in follows.u2 implies u1 not in suggested.u2 all u : User | u not in suggested.u;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | follows.x in User and User not in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u not in Influencer implies u.follows&Influencer = Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | (some inf: Influencer | inf in u.follows && u not in inf.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, x : User | lone follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u: User - i | u in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | all inf: Influencer | u!=inf implies inf in u.follows && u not in inf.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | all i : Influencer | u in follows.i implies (u!=i);3
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | u.follows in follows.Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all x : User | some i : Influencer | x in follows.i;3
dkZH6HJNQNLLDX6Aj;inv5;some i:Influencer | all u:User-i | i in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (User - i).follows = i;1
dkZH6HJNQNLLDX6Aj;inv5;all x : User | all y : Influencer | x != y implies y in follows.x;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u in i.~(follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : User | i in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | follows.i in u;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | u in Influencer implies (u.follows = User - Influencer);1
dkZH6HJNQNLLDX6Aj;inv5;all i : User | i in User-i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | univ -> i in follows;2
dkZH6HJNQNLLDX6Aj;inv5;User in follows.Influencer;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i in (User-Influencer-i).follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x: Influencer, y:User| y-> x in follows implies x->x not in follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | User - i in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | all y : User | x in follows.y and x in follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u:User | u!=i => u in i.follows;3
dkZH6HJNQNLLDX6Aj;inv5;all x : User | some y : Influencer | x in follows.y and y not in follows.y;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User | (Influencer-i-u) in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | all u: User | (User-i) in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x : User - Influencer | all p:User | x in p.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u & Influencer in u.follows and no (follows & iden);1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | u in Influencer implies some t:User | t in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;one i:Influencer | all u:User | u-i in i.follows;2
dkZH6HJNQNLLDX6Aj;inv5;one i:Influencer | all u:univ | u in User implies u-i in i.follows;2
dkZH6HJNQNLLDX6Aj;inv5;all x: User, y: Influencer | x not in Influencer implies x->y in follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u in i.follows and i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | follows.i = 1;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | no User - follows.i;4
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | i in i.~(follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | u in Influencer implies (u.follows = univ);1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | x in x.follows;1
dkZH6HJNQNLLDX6Aj;inv5;one x : Influencer, y : User | y in follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | all I:Influencer | u.follows in I;1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | all i:Influencer | u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2:User| u2 in Influencer and u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x:User | some y:Influencer | x->y in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | (all inf: Influencer | u!=inf && inf in u.follows && u not in inf.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (i in User.follows) and (i in (Influencer - i).follows);1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | u.follows in Influencer;3
dkZH6HJNQNLLDX6Aj;inv5;all u,i : univ | i in Influencer and u in User and u not in Influencer implies u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;one i : Influencer | all u : User | i in u.follows and i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | i in u.follows all i : Influencer | i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | u in Influencer implies some t:User |t!=u and t in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (follows.i -> User) in iden;2
dkZH6HJNQNLLDX6Aj;inv5;some x : Influencer | all y : User | x->y in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all u:User | u in i.follows and u not in u.follows and i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | (i.follows in u) && i not in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | one i:Influencer | u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | all i:Influencer | follows.i = u;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | u in Influencer implies u not in follows.u;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User+Influencer | Influencer in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i.follows = User.follows - i;1
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2:User| u1 in Influencer implies u1 in u2.follows and u1 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all user: User| Influencer in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User - Influencer | u != i implies u in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u in follows.i-i;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User, i:Influencer | u not in i and u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x: Influencer, y:User| y-> x in follows implies y->y not in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | all i : Influencer | i != u implies u in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | i in u.follows all u : User | u not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all inf : Influencer | all x : User | inf in x.follows and inf not in x;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User-Influencer | some u.follows&Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all x : User | all y : Influencer | !x in Influencer implies y in x.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows&Influencer-u = Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all y : User | some x : Influencer | some follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;Influencer in (User-Influencer).follows;2
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | all u : User | u in follows.i && (u not in suggested.i);1
dkZH6HJNQNLLDX6Aj;inv5;all u1, u2: User | u1 -> u2 in follows and u2 in Influencer implies u1 != u2;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i -> univ in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | all i : Influencer | u.follows in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User - Influencer | u != i => u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u1 : User,inf : Influencer | u1->inf in follows all u : User | u.follows in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i: User, u: User - Influencer | (i in Influencer => i in (u+i).follows);1
dkZH6HJNQNLLDX6Aj;inv5;some x : Influencer | some follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | follows.i = User.follows - i;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | one i: Influencer | u in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | follows.i-Influencer in User;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u in Influencer implies u in User.follows;3
dkZH6HJNQNLLDX6Aj;inv5;all u: User | (some inf: Influencer | u!=inf && inf not in u.follows && u in inf.follows);1
dkZH6HJNQNLLDX6Aj;inv5;Influencer-User in User.follows;1
dkZH6HJNQNLLDX6Aj;inv5;some u: User | (all inf: Influencer | u!=inf && inf in u.follows && u not in inf.follows);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | (i not in follows.i);1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | User in Influencer.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows&(Influencer-u) = Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | (all y : User-x | y in follows.x) all y : User-Influencer | y in follows.Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (follows.i) in univ;1
dkZH6HJNQNLLDX6Aj;inv5;some i:Influencer |all u:User | u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows & Influencer in u.follows - Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u1 : User,inf : Influencer | u1->inf in follows all i1,i2 : Influencer | i1->i2 in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all nu:User-Influencer | i in follows.nu;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User - Influencer | i in Influencer => i.follows in u;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User, i : Influencer| i in u.follows - i;1
dkZH6HJNQNLLDX6Aj;inv5;all u1, u2: User | (u2 in Influencer and u1 not in Influencer and u1!=u2) implies u1 in u2.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all x:Influencer,y:User | x in y.follows or x in y.suggested;1
dkZH6HJNQNLLDX6Aj;inv5;all u1, u2 : User | u2 in Influencer iff u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2:User| u1 in Influencer implies u1 in u2.suggested;1
dkZH6HJNQNLLDX6Aj;inv5;all x:User | some (Influencer & follows.x);1
dkZH6HJNQNLLDX6Aj;inv5;all i : User, u : User | u in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, u : User | u in follows.i all u1, u2 : User | u1 in follows.u2 implies u2 not in suggested.u1;1
dkZH6HJNQNLLDX6Aj;inv5;one x : Influencer | all y : User | x in follows.y;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer | follows.i-i in User-i;1
dkZH6HJNQNLLDX6Aj;inv5;all x,y: User | x in Influencer implies x in y.follows and !(x=y);1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | one u:User | u->i in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer, u: User - Influencer | (i.follows in u) && i not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (follows.i in User) no (follows & iden);1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | u in Influencer implies u in User.follows-User;1
dkZH6HJNQNLLDX6Aj;inv5;all inf : Influencer | all u: User | inf in u.follows all inf,inf2 : Influencer | inf in inf2.follows;1
dkZH6HJNQNLLDX6Aj;inv5;no Influencer.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i:Influencer | all nu:Influencer-User | i in nu.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i in follows.i;2
dkZH6HJNQNLLDX6Aj;inv5;some x:Influencer | all y:User | x in y.follows;1
dkZH6HJNQNLLDX6Aj;inv5;User.follows in Influencer;2
dkZH6HJNQNLLDX6Aj;inv5;all u1 : User | all inf : Influencer | inf in u1.follows and inf not in inf.follows and inf not in follows.inf;1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | lone follows.x;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer, x : User | lone x.follows;1
dkZH6HJNQNLLDX6Aj;inv5;(User-Influencer)->Influencer in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i not in i.follows and (follows.i -> User) in iden;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u in Influencer implies User in follows.u;1
dkZH6HJNQNLLDX6Aj;inv5;all u:univ | u in User.follows implies u in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all u1: User | u1 in Influencer implies User-u1.follows = u1;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | one i: User | u -> i in follows and i in Influencer implies u != i;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User-Influencer | some i : Influencer | i in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | all i:Influencer | one follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all x : User-Influencer, y : Influencer | x != y implies x->y in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u1,u2:User| u2 in Influencer and u1->u2 in follows implies u1!=u2;1
dkZH6HJNQNLLDX6Aj;inv5;all u1, u2: User | (u2 in Influencer and u1 not in Influencer and u1!=u2) implies u2 in u1.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | i not in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | #(follows.i)=#(User-1);1
dkZH6HJNQNLLDX6Aj;inv5;all x : Influencer | x in follows.User;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | (follows.i) in User and User in follows.i;1
dkZH6HJNQNLLDX6Aj;inv5;all u: User | u in Influencer => u.follows in (u - Influencer);1
dkZH6HJNQNLLDX6Aj;inv5;all u : User, i : Influencer | u !=i implies u in i.follows;1
dkZH6HJNQNLLDX6Aj;inv5;some x1 : User | all x2 : User | x2 -> x1 in follows and x1 in Influencer;1
dkZH6HJNQNLLDX6Aj;inv5;all i : Influencer | User in follows.i - i;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User | follows.Influencer = u;1
dkZH6HJNQNLLDX6Aj;inv5;all inf : User-Influencer | all u : User | u in follows.inf;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User | i in (User-i).follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u:User, i:Influencer | u->i in follows implies u != i;1
dkZH6HJNQNLLDX6Aj;inv5;all y : User | some x : Influencer | x -> y in follows;1
dkZH6HJNQNLLDX6Aj;inv5;all u : User | u.follows + Influencer in u.follows;1
dkZH6HJNQNLLDX6Aj;inv5;all i: Influencer, u: User-Influencer | i->u in follows;1
dkZH6HJNQNLLDX6Aj;inv6;all i : Influencer | all p : i.posts.date | all d : Day | d & p = d;4
dkZH6HJNQNLLDX6Aj;inv6;all i : Influencer | all d : Day | some p : Photo | (i in posts.p) implies (d in date.p);1
dkZH6HJNQNLLDX6Aj;inv6;all i : Influencer | all d : Day | all p : Photo | (i in posts.p) implies (d in date.p);1
dkZH6HJNQNLLDX6Aj;inv6;all d : Day | Influencer.posts.date in d;4
dkZH6HJNQNLLDX6Aj;inv6;all i : Influencer | i.posts in Day;4
